,fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
8592,1,0.2,0.1287475440254839,-1,108,40,0.0028630325939251,-1.2155042294905911,AD,862,3301.92266592478,2946.832322506012,3763.0029749518767,11,6,CA,143,0,BC,0,1,11,0,200.0,0,INTERNET,5.334207790161424,windows,0,1,0,6
8667,1,0.9,0.8964000880434657,-1,74,40,0.0074390302461064,-0.9656826098825936,AC,1162,5037.584022938638,4652.248567391071,4853.767106885987,0,8,CA,285,1,BA,0,1,-1,1,1500.0,0,INTERNET,3.405274102547684,windows,1,1,0,4
8706,1,0.7000000000000001,0.0782028640654022,84,2,30,0.0172939237476636,-0.275681053762296,AB,868,9648.52679295436,5647.9700665400205,5589.653643933805,25,17,CA,192,1,BB,0,1,28,0,1500.0,1,INTERNET,5.271743220324681,linux,1,1,0,1
8749,1,0.2,0.1745982309502935,-1,37,40,0.032961616770332,11.896394037517952,AA,258,4459.992996299893,4240.121971664912,3588.322565724204,7,7,CA,132,0,BB,0,1,25,0,200.0,0,INTERNET,24.04306862376144,other,0,1,0,6
8766,1,0.8,0.3261066804385508,-1,103,30,0.0072618442798738,-0.4023029958022199,AC,2224,1108.8700117650371,4240.861229828626,4315.455461292826,0,14,CC,164,1,BC,1,0,-1,0,500.0,0,INTERNET,1.5892135612252871,windows,1,1,0,5
8898,1,0.4,0.3134550403010101,-1,76,20,0.0325788042207444,-0.794759471315998,AC,1019,4391.727395528321,3493.396716647669,5563.094277066825,0,12,CA,36,0,BB,0,1,-1,0,200.0,0,INTERNET,4.824842771892259,other,0,1,0,1
8920,1,0.6000000000000001,0.2681674275744455,88,4,20,70.39195845544903,-0.9861721283650204,AC,1188,9526.596912435847,4843.195939097172,4254.5224869931935,1,7,CE,258,1,BC,0,1,-1,0,200.0,0,INTERNET,11.477572504959092,windows,0,1,0,4
8968,1,0.6000000000000001,0.568268535803538,-1,375,30,0.0058991432575411,-0.8568708083133691,AC,3591,1442.6729666417325,4656.474849247246,5559.517302646927,0,9,CF,79,0,BA,1,1,15,0,200.0,0,INTERNET,37.20506986496813,other,1,1,0,2
9378,1,0.3,0.1041900507085712,-1,68,30,0.0023831078910903,-0.4828795031878578,AB,1535,6984.105584175651,6019.6788272387375,5036.797719880551,7,10,CA,155,0,BA,0,1,1,0,1000.0,0,INTERNET,12.060896142363374,other,1,1,0,3
9482,1,0.7000000000000001,0.6547402106641884,-1,241,50,0.0297308751924721,-0.8218903672967525,AB,1362,1524.7778893117527,2607.437346768115,3991.1860097653216,13,4,CA,252,1,BA,1,0,2,0,1500.0,0,INTERNET,6.439430569065043,windows,1,1,0,6
9509,1,0.9,0.5147496485486058,-1,59,70,0.0155197515067789,33.602506620382066,AA,4242,1386.96792124761,3656.478626480997,3038.682002043116,1646,3,CA,161,1,BC,0,1,3,0,500.0,0,INTERNET,17.302851135945055,other,1,1,0,7
9714,1,0.9,0.7197037260170528,-1,369,60,0.0158314293697566,-0.4632237533798556,AB,1087,6979.6402822082655,3060.490321245473,3192.090699350901,12,7,CB,203,1,BA,1,1,27,0,990.0,0,INTERNET,2.997371341697784,windows,0,1,0,7
9747,1,0.9,0.2517953084349757,-1,131,40,0.0037330818948959,-1.425764434599447,AB,4450,2034.9564563731728,4503.468726898934,6665.935227176025,2,7,CA,174,1,BA,0,0,15,0,500.0,1,INTERNET,26.682423887993327,windows,0,2,0,4
9800,1,0.1,0.7181121201815713,-1,120,40,0.0054642258191769,-0.6647657879192892,AC,2562,5402.99159975821,4972.912355438761,4430.429418071388,1,7,CA,115,1,BA,0,1,26,0,2000.0,0,INTERNET,2.6794438204790096,windows,0,1,0,4
9842,1,0.4,0.0669344174126917,-1,65,30,0.0149001780041421,-1.130145098806737,AC,1493,1421.9646262497406,3410.430011769865,4361.764673537023,0,12,CA,184,1,BC,0,1,-1,0,200.0,0,INTERNET,3.0469626890867136,linux,1,1,0,4
9889,1,0.9,0.2268963095433526,-1,77,50,0.0001650283491436,-1.6242582281227198,AC,1310,4280.652427524161,2429.0410772575024,4207.379061831043,0,6,CA,319,0,BA,1,1,-1,0,1500.0,0,INTERNET,7.911903743026095,linux,1,1,0,5
9955,1,0.1,0.102269071856567,-1,255,50,0.0206853200214066,-1.4027046471903173,AD,519,9503.929889620922,7017.397218097741,4988.458196625284,30,1,CA,173,1,BA,1,0,1,0,1500.0,0,INTERNET,2.0865794468388508,windows,1,1,0,6
9999,1,0.8,0.4792265986203254,-1,307,40,0.0228036310554968,-1.069158986719384,AC,753,4994.781196580083,4952.462012650417,5383.172006203816,1,2,CA,103,1,BA,0,1,-1,0,200.0,0,INTERNET,9.15474164043461,windows,0,2,0,1
10000,1,0.9,0.0533275775791827,-1,111,50,0.0045065529913483,-1.2097827738681124,AC,797,7688.6711896569295,7054.837229491884,5011.043940496013,1,2,CA,172,0,BA,0,1,-1,0,200.0,0,INTERNET,3.26053259087843,macintosh,0,1,0,3
10123,1,0.6000000000000001,0.227841342611036,-1,296,60,0.0261454550918278,-0.6644238197748218,AC,1073,7374.587722232916,6011.875533441741,4038.037346116512,0,4,CB,103,0,BA,0,1,-1,0,200.0,0,INTERNET,4.524480657108324,linux,0,1,0,6
10128,1,0.7000000000000001,0.0987487119260011,-1,99,50,0.0239837186116436,-0.7998098777699425,AB,1225,6180.409127683037,6170.776988657034,5562.383890810199,13,4,CA,251,1,BC,0,1,28,0,1500.0,0,INTERNET,15.290879110441606,windows,1,1,0,1
10183,1,0.2,0.719392817709273,-1,190,70,0.0052545856020315,-1.2752963442697547,AA,2477,7473.137846200536,8083.916566319463,6798.7864793403405,6,2,CC,170,0,BA,1,0,19,0,1500.0,0,INTERNET,9.310432431488993,windows,0,2,0,0
10188,1,0.9,0.1914559386916508,-1,183,30,0.0131997208162438,-0.7463201475885235,AB,1168,4035.530224720501,2888.810144614148,3455.376452743252,1,9,CA,239,0,BA,0,1,1,0,1500.0,0,INTERNET,3.665180880852654,windows,1,1,0,6
10190,1,0.9,0.1642506525994961,-1,65,60,0.007354030940536,-1.1051084943653415,AC,1958,5012.126709124063,3271.9411514438507,4849.652005913933,1,3,CA,158,0,BC,0,1,-1,1,500.0,0,INTERNET,5.637696370124707,windows,0,1,0,3
10389,1,0.1,0.9025403541460352,-1,107,50,0.0028191435286369,-0.6822428075338309,AD,1232,2040.755787947856,6234.844282251014,5272.444776094435,1511,5,CC,116,1,BA,1,0,15,0,500.0,0,INTERNET,4.969563496016546,windows,0,1,0,1
10396,1,0.9,0.1686601385097869,-1,144,50,0.015093465604124,-1.2121490732974525,AC,1432,8142.545100884306,5849.174982660948,6676.15748951664,0,9,CA,160,0,BA,0,0,-1,0,1500.0,0,INTERNET,4.538226416628646,other,1,1,0,0
10472,1,0.3,0.6845737712042339,-1,124,30,0.0241511691918263,-1.191686858700987,AB,3311,11284.183718877308,7210.777858617814,6240.711164842421,15,20,CA,46,1,BA,1,1,2,0,200.0,0,INTERNET,1.955510637849008,linux,0,1,0,1
10502,1,0.6000000000000001,0.8029842884893513,-1,164,30,0.0047668789766019,100.75360604054048,AA,784,5343.317210755425,5136.671889848353,5928.392213102358,2,8,CE,179,1,BC,0,1,20,0,500.0,0,INTERNET,6.108667697124617,macintosh,1,1,0,0
10662,1,0.9,0.5429735103422861,-1,61,30,0.009911579020676,47.859488051441794,AA,2943,4535.047864639886,4934.582505197255,4805.676419167133,2105,8,CA,182,0,BC,0,1,21,0,200.0,0,INTERNET,7.3372788443035155,other,1,1,0,4
10737,1,0.9,0.5008666269080327,-1,193,20,0.0064925466855708,-0.6587389859866631,AC,2120,6785.2404238924255,4774.594626849445,4783.243708904839,0,5,CA,36,0,BA,0,1,-1,0,200.0,0,INTERNET,3.5204844088641614,linux,0,1,0,2
10963,1,0.9,0.8697466929535203,-1,167,50,0.0200272215053117,-0.5889431039193211,AC,940,5778.323390672232,4623.4505123428335,4262.93102654594,1,4,CA,357,0,BA,0,0,-1,0,1500.0,0,INTERNET,10.69650271172522,macintosh,0,1,0,6
11003,1,0.9,0.270868582082386,-1,59,40,0.0142135525859122,-1.1505299122374586,AC,542,1891.3154104724,3001.2295254101227,3292.695739645691,0,8,CA,298,1,BE,1,0,-1,0,1500.0,0,INTERNET,3.6848463933322377,windows,0,1,0,6
11040,1,0.1,0.6007048186264253,-1,77,30,0.0196366506682689,-0.9295026581114944,AD,1585,8067.949829191324,5301.920755878975,4854.9970573756655,0,18,CA,270,0,BC,0,1,30,0,1500.0,0,INTERNET,5.904636440463943,linux,0,1,0,3
11057,1,0.7000000000000001,0.0515073509084971,-1,28,80,21.065625847258246,-1.162706145457964,AB,1176,5607.269616361225,3523.3404252882897,5198.359800995342,1364,2,CC,103,1,BB,0,1,2,0,200.0,0,INTERNET,32.835464935512945,linux,1,1,0,2
11199,1,0.8,0.2227502918094708,-1,52,30,0.0075223610440951,48.50484125663556,AA,1644,9375.092818538207,7766.633486958817,6399.519014875877,2,24,CB,61,1,BC,0,1,15,0,200.0,0,INTERNET,8.95010348984408,windows,1,1,0,0
11272,1,0.9,0.9992467342686586,-1,45,30,0.0289396210407913,-0.5761975849566776,AD,3090,2075.6749135055525,4452.4595807741625,4854.436951833788,6,15,CA,231,1,BA,0,1,25,0,1500.0,0,INTERNET,6.942316798946711,windows,0,1,0,3
11273,1,0.2,0.8353006624964799,-1,79,40,0.0172385131787949,-0.4548888569773325,AC,1460,5441.374337268793,4683.690731801656,5471.942152678981,0,9,CA,316,0,BB,0,1,-1,0,1500.0,0,INTERNET,12.63664128475107,windows,0,1,0,1
11277,1,0.9,0.7533188547383122,-1,131,30,18.236046731016465,-1.2045710654915218,AC,2641,2082.9175918741307,6100.365229753836,4742.051030601732,0,9,CA,261,1,BA,0,1,-1,0,200.0,0,INTERNET,7.143027343793178,other,0,2,0,3
11301,1,0.1,0.6941518624776303,-1,74,60,0.0051727284907295,-0.9929571790457508,AB,1924,7449.7910730332915,5779.187337703359,4176.681262424632,10,3,CA,177,0,BA,0,1,10,0,1500.0,0,INTERNET,12.137023804454303,linux,0,1,0,4
11316,1,0.3,0.0568390345387508,-1,72,40,0.0158650727556756,11.277359292607178,AA,829,4629.534778321292,2379.757460660899,3137.328940489984,12,2,CA,112,1,BB,0,1,20,0,200.0,0,INTERNET,7.959047258417543,windows,0,1,0,7
11320,1,0.8,0.4163197243080604,-1,41,30,0.0080925832107807,-0.5853974200557065,AC,926,3847.86597386608,3213.097914274548,3056.780979353537,0,3,CA,230,1,BD,0,1,-1,0,1000.0,0,INTERNET,4.575660007184807,windows,1,1,0,7
11355,1,0.9,0.6788225371353039,-1,55,50,0.0069322420861743,-1.1928850919496212,AC,665,5834.746134811763,4396.003825117457,5327.986811126159,1,1,CC,166,1,BB,0,1,-1,0,500.0,0,INTERNET,5.260940050610478,windows,0,1,0,2
11376,1,0.8,0.2779626777806153,-1,310,60,1.7642107319942482,-0.8877757255188495,AC,2619,5443.554901174394,4180.561084091806,4796.759676474324,1,7,CA,205,0,BA,1,0,-1,0,1500.0,0,INTERNET,3.2930007563494668,windows,0,1,0,0
11409,1,0.8,0.0523050320024374,-1,158,60,0.0176509385044166,-0.6065415314142261,AB,4048,441.9560537050669,5924.100606792467,5143.080806479015,14,3,CA,304,1,BB,0,1,2,0,1500.0,0,INTERNET,3.854066413246597,windows,0,1,0,3
11440,1,0.4,0.9999132356519184,-1,121,40,0.0338938135224676,-1.6501469962021371,AC,1709,8108.441219036982,5649.074034192637,4164.27345748076,0,5,CA,177,0,BC,0,1,-1,0,1500.0,0,INTERNET,2.015851983390305,windows,0,1,0,6
11556,1,0.6000000000000001,0.0192320826230022,-1,69,20,8.602042232597764,23.818487142714822,AA,1780,4591.005216048377,4485.790489412152,6326.877834319476,1,12,CA,76,0,BE,0,1,31,0,200.0,0,INTERNET,5.429824972077106,windows,0,1,0,6
11673,1,0.8,0.8719253961490877,-1,265,50,0.0053559231860586,-0.93374317068233,AC,3255,8575.880436597658,4674.230899153779,4893.103056608763,1,3,CA,159,0,BA,1,1,-1,0,500.0,0,INTERNET,1.5437943161967045,linux,1,1,0,5
11704,1,0.9,0.172403158939505,-1,67,40,0.0299884128440556,-0.604765932759272,AB,2255,3788.186849525555,5084.345345845635,5323.888573445048,52,13,CB,65,1,BE,1,1,30,0,200.0,0,INTERNET,2.5120212556086545,other,1,1,0,1
11842,1,0.9,0.9111508180771876,-1,215,40,0.0165827541302104,-0.7999700366610399,AD,1425,1908.531554915954,2583.158367525376,6372.440665006257,1858,5,CA,313,1,BC,1,0,10,1,1500.0,0,INTERNET,6.143839759633614,windows,1,1,0,0
12042,1,0.1,0.5981413481491452,-1,134,40,0.0097866032252907,-0.7325198122180141,AB,3200,4804.65628789342,5681.952994819521,4866.154146538027,1,2,CA,229,0,BA,0,0,10,0,1500.0,0,INTERNET,5.576685685326599,windows,1,1,0,3
12069,1,0.1,0.1608458846537832,-1,59,50,0.0079918737422531,-0.6285290431688952,AB,1384,9149.49526400666,7026.1188009623975,4802.006839661687,12,3,CA,95,1,BC,0,1,2,0,200.0,0,INTERNET,4.8432074513738606,windows,0,1,0,4
12285,1,0.4,0.2072555864284502,-1,132,50,0.0059809061919374,-0.8394336939473019,AB,626,6875.404901099543,4532.365610769727,4895.166604083225,158,4,CA,313,1,BA,0,1,10,0,1500.0,0,INTERNET,16.7616329081369,linux,0,1,0,4
12307,1,0.7000000000000001,0.3413792481627372,97,9,30,0.0156933247984074,-1.3949213643656964,AD,1628,2641.02314761584,2405.477529734077,3128.332029646414,1,11,CA,130,1,BC,0,1,-1,0,200.0,0,INTERNET,1.3408320439063453,x11,0,2,0,7
12344,1,0.8,0.8217845743407886,-1,66,60,0.0122736376710826,21.99240108702636,AA,861,6045.8844342589255,4304.002827291856,4686.259061939593,1401,5,CC,64,1,BD,1,1,9,0,200.0,0,INTERNET,0.6656656511454292,windows,1,1,0,0
12513,1,0.6000000000000001,0.2111243244368529,-1,25,40,0.0042812446472894,-0.5555532697458592,AB,1083,1664.2732838135564,3761.149033091945,4698.018007966028,35,11,CA,152,1,BC,1,1,9,0,200.0,0,INTERNET,11.940921729564508,other,1,1,0,4
12612,1,0.1,0.7995134951830054,-1,61,40,0.0111461539695004,-0.9763794100857808,AC,1705,10717.77730044186,7260.99002463052,6281.813571931582,1,8,CA,182,0,BA,0,1,-1,0,1000.0,0,INTERNET,7.160012672417213,linux,0,1,0,0
12650,1,0.6000000000000001,0.0612575206870775,-1,90,40,0.0170195943133824,38.775483557041134,AA,1975,4248.968277880196,2356.5143365875915,4023.6122168876727,1,7,CA,69,1,BA,0,1,19,0,200.0,0,INTERNET,4.766073642828866,windows,0,1,0,4
12667,1,0.6000000000000001,0.0424921868687667,-1,234,50,1.2233569292827884,-0.6291552003336698,AB,981,6254.079476591627,5617.145493924864,5455.519832216283,650,1,CA,226,1,BA,0,1,30,0,1000.0,0,INTERNET,2.8955966265289868,linux,1,1,0,2
12671,1,0.8,0.7725508455161272,-1,140,40,0.0102926654550831,51.01280941905864,AA,4281,9074.18805135374,7226.828138237256,6596.413192624373,6,10,CA,55,0,BB,0,1,1,0,200.0,0,INTERNET,9.273051198551403,other,0,1,0,0
12677,1,0.2,0.7749527311069054,-1,149,50,0.0030321294612245,-0.7891427263483197,AB,1696,12843.45406067696,3503.8842973389565,5021.557957854727,185,3,CA,348,0,BA,1,0,28,0,1500.0,0,INTERNET,2.4872137723786767,windows,0,1,0,2
12722,1,0.4,0.0855573786649203,-1,106,40,0.0183861683104361,-1.5316577012177923,AC,992,3899.7520780353066,4168.156453335692,3130.409447003917,1,6,CA,168,1,BA,0,1,-1,0,200.0,0,INTERNET,39.60665484221579,windows,0,1,0,7
12763,1,0.6000000000000001,0.8218790520272583,-1,116,30,0.0323272087984185,-0.850707436523074,AB,1685,8791.850923733866,4542.005132033263,5097.936270861534,664,13,CA,135,1,BC,0,0,6,0,1500.0,0,INTERNET,4.620662210510597,other,0,1,0,2
12877,1,0.9,0.484345710974721,-1,197,70,0.0167589902435318,-1.6654519196886768,AC,1072,7854.499477932741,5494.362777346624,4454.584788375796,0,6,CC,155,1,BA,1,0,-1,0,200.0,0,INTERNET,9.204982631726258,windows,0,1,0,5
13003,1,0.8,0.5883732189952829,-1,173,20,21.43019052150657,36.7878743727849,AA,1637,4081.988066057511,5946.887525577479,6599.054334128767,1999,5,CC,242,1,BC,0,1,30,0,200.0,0,INTERNET,3.626974662354831,linux,0,2,0,0
13080,1,0.9,0.0270260128307922,319,5,40,0.0136885698822845,-0.1782961105684875,AB,862,2257.459873986608,5054.515298126097,3705.501741425549,11,9,CB,215,1,BA,0,1,30,0,500.0,0,INTERNET,12.332587073414569,other,1,1,0,6
13090,1,0.1,0.8579034722900762,-1,68,30,0.4931316844911547,-0.9804686894971704,AB,2570,7693.009611228002,5017.210275396516,5459.654904336942,8,8,CA,78,1,BB,0,1,-1,0,1500.0,0,INTERNET,11.562677253940612,other,1,1,0,1
13200,1,0.5,0.0693972629511869,-1,385,40,0.0132887515400846,-1.2424711004441285,AC,1675,6171.424798083411,5087.003606123387,4907.319988280163,0,6,CA,180,0,BA,0,1,-1,0,200.0,0,INTERNET,7.767313546314616,linux,0,1,0,3
13225,1,0.9,0.4977451026869869,-1,220,50,0.0055538648530736,-0.7510444090406139,AC,1500,4704.577186149007,5399.032960169988,6694.32594014973,0,1,CA,281,0,BA,1,0,-1,0,2000.0,0,INTERNET,6.760470846294527,windows,0,2,0,0
13235,1,0.9,0.4092185078491567,-1,75,60,0.029745279600686,-0.350186315459214,AB,3582,1527.4796991200742,4000.6033840049818,4204.839019370244,19,2,CA,345,0,BA,0,1,28,0,1500.0,0,INTERNET,9.463142444739482,windows,0,1,0,5
13350,1,0.1,0.7495408992779277,-1,85,20,2.9365898269152253,-3.8641382034942966,AA,1559,7182.975970447763,5265.400443329396,4927.596474635792,1,12,CA,177,1,BC,0,1,2,0,1000.0,0,INTERNET,7.3789359359567985,windows,0,1,0,3
13409,1,0.7000000000000001,0.9983582853302264,-1,231,50,0.0181803372055606,-0.7043763135533488,AB,2087,6655.732794498143,3615.949959360891,5084.842673997665,9,5,CA,253,1,BA,0,1,10,0,1500.0,1,INTERNET,5.87372280581957,windows,0,1,0,2
13422,1,0.1,0.4336897160106784,11,1,20,0.0272897645282968,-0.5208645931351068,AC,3106,4492.448982289819,6805.587703994326,5198.926516479095,0,12,CA,56,1,BE,0,1,-1,0,200.0,0,INTERNET,1.6782261993210403,linux,0,1,0,2
13469,1,0.6000000000000001,0.1365044968165173,-1,140,40,0.0116782658244669,-1.51702174254814,AB,1331,7696.726035101984,5392.732263942912,6622.2495124334055,11,13,CA,238,1,BA,0,1,5,0,1500.0,0,INTERNET,5.0653862973692565,linux,0,1,0,0
13708,1,0.6000000000000001,0.1098029057024204,167,31,30,0.0005264501202597,17.964813082363428,AB,1246,5101.100968447669,4560.584390356489,5123.679881495544,31,16,CB,135,1,BC,0,1,28,0,200.0,0,INTERNET,4.41357056409433,macintosh,0,1,0,2
13862,1,0.7000000000000001,0.183107403375094,-1,75,60,0.0061062875845903,-0.794365506442263,AB,849,3086.697558008089,4888.930875023295,5417.200078526042,1,3,CA,261,1,BC,1,1,28,1,1500.0,0,INTERNET,19.243500883297333,windows,1,1,0,1
13924,1,0.9,0.1088802386242162,-1,33,30,0.0024484272548242,38.41632434971899,AA,1126,6664.034043461981,4257.202679734833,4873.010291461874,13,12,CB,233,0,BC,0,1,11,0,1500.0,0,INTERNET,5.474276892484988,linux,0,1,0,4
14021,1,0.5,0.4676146411139405,114,2,60,1.4717012454508205,-0.7536338909829049,AC,2831,7787.576433425235,6349.604950296422,5286.675918728415,1,4,CA,137,0,BC,0,1,-1,0,200.0,0,INTERNET,8.158467024500952,windows,0,1,0,1
14187,1,0.9,0.5174653494757729,-1,36,30,0.0126574806998956,98.4141200717711,AA,1383,3799.461405980607,5354.273603267696,6679.538347884768,11,9,CA,80,0,BC,0,1,30,0,200.0,0,INTERNET,3.1804943272135064,windows,1,1,0,0
14218,1,0.9,0.1044097019997077,-1,108,40,30.0068490600576,-0.5497360908342845,AC,3412,8453.012748666975,4248.940760406482,4851.787509201996,0,5,CB,94,1,BC,0,1,-1,0,200.0,0,INTERNET,6.548390473742206,windows,0,1,0,4
14266,1,0.9,0.990952650513853,-1,27,20,9.49984851828707,-0.8821707582585981,AC,1254,9225.783172484773,5642.175215156718,5065.438053051812,0,3,CC,107,1,BA,0,1,6,0,1000.0,0,INTERNET,7.459963077190379,windows,0,1,0,4
14366,1,0.8,0.8637688402287924,-1,39,20,0.0036316248719176,99.74192316984347,AA,1298,7239.640466713152,7182.8658067339575,5971.514565812653,0,6,CA,301,1,BA,0,1,25,0,1500.0,0,INTERNET,7.17308071281172,other,1,1,0,0
14424,1,0.7000000000000001,0.657615820205522,-1,81,40,0.0047930278209558,-0.6716977811888369,AB,1942,2695.518334636297,4211.397660224536,3111.590868564272,10,9,CA,148,1,BE,0,1,5,0,500.0,0,INTERNET,8.100296249915349,macintosh,1,1,0,7
14528,1,0.9,0.2266771793190279,-1,173,50,0.0227046685079403,-0.8858600046434729,AB,651,3998.430428911163,5540.5840257826085,4128.907409872686,40,9,CA,259,0,BB,0,1,25,0,1500.0,0,INTERNET,5.2050737191883485,windows,0,1,0,5
14770,1,0.8,0.1655526610391063,-1,153,50,0.0067401866778591,-0.8226594706422463,AB,1160,1078.239494512347,2987.970323559613,4979.324288812383,18,3,CA,259,1,BA,0,1,5,1,1500.0,0,INTERNET,5.650180867783708,windows,1,1,0,3
14957,1,0.5,0.2911334270527757,-1,122,20,0.0206241236255961,-0.8641618255510793,AC,2286,6319.229567144397,5827.297587488813,4252.768041295604,0,10,CB,114,1,BB,0,1,-1,0,200.0,0,INTERNET,1.256328755795013,other,0,1,0,5
15174,1,0.9,0.148209252050032,-1,164,30,0.0059819106108668,-0.2154366570880381,AB,1633,12408.828145034631,1786.577759173867,4126.242119351858,16,6,CA,262,0,BA,0,1,28,0,1500.0,0,INTERNET,1.15264716378874,windows,1,1,0,6
15241,1,0.1,0.5884282909987592,-1,76,30,0.0067644026725871,-1.0041598670123828,AC,2518,6777.443887705024,4906.711117312108,5466.044627826671,0,12,CA,30,1,BB,0,1,-1,0,200.0,0,INTERNET,5.600488736483523,linux,1,2,0,2
15323,1,0.9,0.086922282537299,-1,64,80,0.0022274373058728,-1.376476824576262,AB,1336,3504.5238642443046,3748.753409246154,4974.213275319357,47,1,CC,211,1,BA,0,1,15,0,2000.0,0,INTERNET,2.0653819521486536,windows,0,1,0,3
15357,1,0.1,0.8961610469757738,-1,79,30,0.015625562695921,25.26100807697805,AA,2149,7131.389124435103,3922.887032435291,5603.785910290529,5,5,CA,-60,0,BA,0,1,27,1,200.0,0,INTERNET,5.078844839992389,windows,0,1,0,6
15370,1,0.9,0.3887463663620021,-1,180,60,0.0020535681553023,-0.529553560369082,AC,987,5094.242914232632,3345.785239320412,3171.8026330897364,0,2,CA,224,1,BA,1,0,-1,0,2000.0,0,INTERNET,7.697705981350119,windows,1,1,0,7
15469,1,0.4,0.167383449080965,-1,120,20,0.0235423660208547,-1.0953953708638615,AB,649,3342.21761253091,2892.4433042720225,4112.817428153502,30,7,CA,190,1,BA,0,1,14,0,1500.0,0,INTERNET,4.180071553163412,macintosh,0,1,0,5
15877,1,0.4,0.0738376884425831,-1,63,40,0.0194935351277077,-0.8656496716167805,AC,2600,6136.318647221551,4917.366792148971,4777.384523950461,0,12,CA,229,1,BA,0,1,-1,0,1500.0,0,INTERNET,11.371327737747237,linux,0,1,0,3
15970,1,0.9,0.3057420200633716,-1,99,60,0.0071042028407789,-1.4261192226271646,AC,1038,8992.010023082223,5107.701701763192,4282.458626730273,0,2,CC,203,1,BD,0,1,-1,0,500.0,0,INTERNET,20.60221600049629,windows,1,1,0,5
15979,1,0.9,0.0653267772800232,-1,177,60,0.0024800209895539,-0.2318167922512507,AB,762,4932.932387663012,4590.391039670903,5100.723823993199,828,1,CC,201,0,BA,0,1,30,0,1500.0,0,INTERNET,6.6892857370998176,windows,0,1,0,0
16007,1,0.1,0.1011056428710022,-1,43,30,0.0104773661725172,-1.1468451035044782,AC,2339,2540.630516947544,3577.54277928808,4928.190988797888,0,11,CA,178,1,BC,0,1,-1,0,1000.0,0,INTERNET,3.483064894199865,windows,1,1,0,3
16017,1,0.5,0.1370649496981115,-1,56,30,0.0050072279282287,-0.6143248590636134,AB,1876,3932.577377397798,4394.7327064907295,4933.108513279153,0,6,CC,219,1,BA,0,1,27,0,1500.0,0,INTERNET,3.860391754704618,windows,0,1,0,4
16080,1,0.2,0.2220428355367279,-1,49,30,0.0059858322806765,97.3110958828384,AA,2049,10222.125435838716,4662.549347659309,6796.424144024226,12,10,CF,52,1,BB,0,1,5,0,200.0,0,INTERNET,49.16891017346829,other,0,1,0,0
